id_Customer,Tipe_Customer,Region,Luas_Bangunan_m2,Jumlah_Penghuni,Biaya_Listrik
CUSTOMER_2631,residential,Midwest,45,2,58.59
CUSTOMER_2632,commercial,Midwest,17,3,65.78
CUSTOMER_2633,residential,Northeast,17,3,98.27
CUSTOMER_2634,residential,South,45,3,77.29
CUSTOMER_2635,commercial,Midwest,45,1,59.46
CUSTOMER_2636,commercial,North,24,3,72.23
CUSTOMER_2637,commercial,Northeast,45,2,58.45
CUSTOMER_2638,commercial,Midwest,52,1,62.78
CUSTOMER_2639,commercial,North,45,4,106.71
CUSTOMER_2640,commercial,North,45,3,75.0
CUSTOMER_2641,residential,Midwest,45,1,93.92
CUSTOMER_2642,residential,Northeast,45,1,82.59
CUSTOMER_2643,commercial,Midwest,45,2,83.64
CUSTOMER_2644,residential,Northeast,77,1,62.8
CUSTOMER_2645,residential,Northeast,24,3,70.16
CUSTOMER_2646,residential,Midwest,45,1,95.9
CUSTOMER_2647,commercial,Midwest,24,1,57.01
CUSTOMER_2648,residential,Northeast,24,2,96.55
CUSTOMER_2649,residential,Northeast,45,2,77.34
CUSTOMER_2650,residential,Midwest,77,3,95.49
CUSTOMER_2651,residential,North,24,2,68.83
CUSTOMER_2652,residential,North,24,3,69.9
CUSTOMER_2653,residential,North,24,3,91.09
CUSTOMER_2654,residential,Southeast,45,2,92.81
CUSTOMER_2655,commercial,Midwest,24,1,64.29
CUSTOMER_2656,residential,Midwest,24,2,102.46
CUSTOMER_2657,commercial,Midwest,45,1,56.84
CUSTOMER_2658,commercial,Midwest,17,1,56.02
CUSTOMER_2659,residential,Midwest,45,4,136.5
CUSTOMER_2660,commercial,Midwest,45,4,143.47
CUSTOMER_2661,residential,North,24,3,101.84
CUSTOMER_2662,commercial,Midwest,45,4,126.06
CUSTOMER_2663,residential,Midwest,45,3,53.8
CUSTOMER_2664,commercial,Midwest,45,2,83.46
CUSTOMER_2665,residential,Northeast,45,1,67.38
CUSTOMER_2666,residential,Northeast,24,2,74.73
CUSTOMER_2667,residential,Midwest,52,3,77.58
CUSTOMER_2668,commercial,Midwest,45,4,107.4
CUSTOMER_2669,commercial,Southeast,24,1,77.46
CUSTOMER_2670,residential,Northeast,17,2,74.39
CUSTOMER_2671,residential,Midwest,17,2,89.09
CUSTOMER_2672,residential,Midwest,17,3,85.65
CUSTOMER_2673,commercial,Southeast,45,3,62.01
CUSTOMER_2674,residential,Midwest,17,3,63.09
CUSTOMER_2675,commercial,Midwest,24,3,65.39
CUSTOMER_2676,residential,Midwest,45,2,61.69
CUSTOMER_2677,residential,Midwest,24,3,86.25
CUSTOMER_2678,residential,South,45,3,103.56
CUSTOMER_2679,residential,North,45,2,85.99
CUSTOMER_2680,residential,North,24,2,83.65
CUSTOMER_2681,residential,South,45,1,73.55
CUSTOMER_2682,commercial,Midwest,45,2,68.55
CUSTOMER_2683,residential,Midwest,24,1,99.28
CUSTOMER_2684,residential,Midwest,24,3,102.26
CUSTOMER_2685,residential,North,45,4,131.09
CUSTOMER_2686,residential,Midwest,77,1,67.4
CUSTOMER_2687,residential,Midwest,45,1,92.05
CUSTOMER_2688,residential,Northeast,24,3,59.3
CUSTOMER_2689,residential,Northeast,45,4,145.82
CUSTOMER_2690,residential,Southeast,45,3,94.55
CUSTOMER_2691,residential,North,45,4,110.71
CUSTOMER_2692,residential,Southeast,45,4,157.4
CUSTOMER_2693,residential,Northeast,45,3,103.11
CUSTOMER_2694,residential,Midwest,52,1,100.6
CUSTOMER_2695,commercial,South,45,2,77.97
CUSTOMER_2696,residential,Midwest,45,4,117.35
CUSTOMER_2697,commercial,Midwest,24,2,82.39
CUSTOMER_2698,residential,Midwest,52,2,74.06
CUSTOMER_2699,commercial,Northeast,77,3,63.08
CUSTOMER_2700,commercial,Northeast,17,3,74.26
CUSTOMER_2701,residential,South,45,2,86.59
CUSTOMER_2702,commercial,Midwest,24,3,56.14
CUSTOMER_2703,residential,Midwest,45,4,122.13
CUSTOMER_2704,residential,Northeast,45,1,53.41
CUSTOMER_2705,commercial,North,17,1,90.99
CUSTOMER_2706,commercial,North,52,4,138.98
CUSTOMER_2707,residential,Midwest,24,3,55.72
CUSTOMER_2708,residential,Midwest,45,2,102.04
CUSTOMER_2709,residential,Midwest,45,2,53.66
CUSTOMER_2710,residential,Southeast,24,1,82.79
CUSTOMER_2711,commercial,North,24,3,92.37
CUSTOMER_2712,residential,Northeast,24,2,92.96
CUSTOMER_2713,residential,Northeast,45,2,54.26
CUSTOMER_2714,residential,Midwest,45,4,153.54
CUSTOMER_2715,residential,North,17,3,99.66
CUSTOMER_2716,residential,South,17,3,81.33
CUSTOMER_2717,residential,Northeast,17,2,77.25
CUSTOMER_2718,commercial,South,45,3,54.8
CUSTOMER_2719,commercial,Midwest,45,3,81.36
CUSTOMER_2720,residential,South,17,3,73.52
CUSTOMER_2721,commercial,Midwest,45,4,146.22
CUSTOMER_2722,commercial,South,17,2,73.24
CUSTOMER_2723,commercial,North,77,1,87.6
CUSTOMER_2724,residential,Midwest,77,3,57.71
CUSTOMER_2725,residential,South,45,2,59.33
CUSTOMER_2726,residential,North,77,1,59.67
CUSTOMER_2727,residential,North,52,4,106.36
CUSTOMER_2728,residential,Midwest,52,2,80.3
CUSTOMER_2729,residential,South,45,4,147.38
CUSTOMER_2730,residential,Midwest,24,2,83.84
CUSTOMER_2731,commercial,Midwest,24,2,82.02
CUSTOMER_2732,residential,North,24,1,87.45
CUSTOMER_2733,residential,North,45,2,69.94
CUSTOMER_2734,commercial,Southeast,24,1,71.09
CUSTOMER_2735,commercial,North,24,3,68.64
CUSTOMER_2736,commercial,Midwest,45,1,89.07
CUSTOMER_2737,commercial,South,24,2,60.8
CUSTOMER_2738,residential,Northeast,45,1,53.17
CUSTOMER_2739,commercial,Midwest,77,2,83.11
CUSTOMER_2740,residential,North,45,4,155.51
CUSTOMER_2741,residential,Midwest,45,3,83.79
CUSTOMER_2742,residential,Northeast,45,1,92.7
CUSTOMER_2743,residential,Midwest,45,3,87.05
CUSTOMER_2744,residential,Northeast,24,1,78.04
CUSTOMER_2745,residential,Midwest,52,2,89.39
CUSTOMER_2746,commercial,Midwest,24,1,94.82
CUSTOMER_2747,residential,Northeast,17,3,64.04
CUSTOMER_2748,residential,Midwest,45,1,69.76
CUSTOMER_2749,commercial,Northeast,24,3,63.99
CUSTOMER_2750,residential,Midwest,24,3,75.72
CUSTOMER_2751,residential,Northeast,17,2,97.95
CUSTOMER_2752,commercial,Midwest,17,1,70.23
CUSTOMER_2753,residential,North,24,3,71.73
CUSTOMER_2754,residential,Midwest,17,2,96.68
CUSTOMER_2755,commercial,Northeast,45,4,132.11
CUSTOMER_2756,residential,Midwest,52,2,80.0
CUSTOMER_2757,residential,Northeast,24,2,96.7
CUSTOMER_2758,commercial,Southeast,52,3,77.69
CUSTOMER_2759,commercial,Southeast,24,1,87.5
CUSTOMER_2760,residential,Northeast,24,3,56.9
CUSTOMER_2761,residential,Midwest,24,2,61.67
CUSTOMER_2762,residential,North,45,3,73.26
CUSTOMER_2763,residential,Northeast,45,3,77.91
CUSTOMER_2764,residential,Midwest,45,2,102.09
CUSTOMER_2765,residential,Midwest,45,1,102.34
CUSTOMER_2766,commercial,Midwest,45,2,96.21
CUSTOMER_2767,residential,Northeast,45,2,68.71
CUSTOMER_2768,residential,Northeast,77,4,156.7
CUSTOMER_2769,residential,North,24,3,87.9
CUSTOMER_2770,commercial,Midwest,24,2,72.68
CUSTOMER_2771,residential,Midwest,45,3,88.53
CUSTOMER_2772,residential,Midwest,45,2,53.35
CUSTOMER_2773,commercial,Northeast,24,2,60.01
CUSTOMER_2774,residential,Northeast,24,1,95.1
CUSTOMER_2775,residential,Northeast,45,4,139.24
CUSTOMER_2776,residential,North,45,4,123.82
CUSTOMER_2777,residential,Northeast,24,2,78.21
CUSTOMER_2778,residential,Southeast,77,1,98.98
CUSTOMER_2779,residential,Southeast,45,2,84.93
CUSTOMER_2780,residential,Midwest,45,2,72.94
CUSTOMER_2781,residential,Midwest,45,2,58.68
CUSTOMER_2782,commercial,North,52,1,67.58
CUSTOMER_2783,commercial,Southeast,17,3,102.74
CUSTOMER_2784,commercial,North,24,1,74.96
CUSTOMER_2785,commercial,South,45,2,76.73
CUSTOMER_2786,residential,Midwest,45,3,78.1
CUSTOMER_2787,commercial,Northeast,17,2,97.9
CUSTOMER_2788,residential,South,77,1,83.51
CUSTOMER_2789,commercial,North,45,1,88.12
CUSTOMER_2790,commercial,Midwest,24,3,72.5
CUSTOMER_2791,commercial,Midwest,24,1,53.99
CUSTOMER_2792,commercial,Northeast,24,2,100.31
CUSTOMER_2793,residential,Midwest,45,3,101.24
CUSTOMER_2794,residential,Midwest,77,4,155.88
CUSTOMER_2795,residential,Midwest,45,2,100.96
CUSTOMER_2796,residential,North,77,4,148.54
CUSTOMER_2797,residential,South,52,3,87.65
CUSTOMER_2798,residential,Northeast,45,3,95.87
CUSTOMER_2799,commercial,Northeast,45,2,83.34
CUSTOMER_2800,residential,Northeast,45,1,59.4
CUSTOMER_2801,commercial,North,45,2,72.59
CUSTOMER_2802,commercial,North,17,1,102.38
CUSTOMER_2803,commercial,South,45,1,70.53
CUSTOMER_2804,commercial,Northeast,17,2,97.06
CUSTOMER_2805,residential,North,52,3,57.29
CUSTOMER_2806,commercial,North,52,2,69.66
CUSTOMER_2807,commercial,Midwest,24,3,70.52
CUSTOMER_2808,residential,Southeast,24,1,55.15
CUSTOMER_2809,residential,Northeast,45,3,58.62
CUSTOMER_2810,commercial,North,45,2,62.42
CUSTOMER_2811,residential,Northeast,24,3,95.52
CUSTOMER_2812,residential,North,45,1,55.76
CUSTOMER_2813,commercial,North,24,1,67.84
CUSTOMER_2814,residential,Midwest,17,3,53.02
CUSTOMER_2815,residential,Northeast,17,1,88.22
CUSTOMER_2816,commercial,Midwest,17,1,84.35
CUSTOMER_2817,residential,Northeast,45,3,85.62
CUSTOMER_2818,residential,South,77,1,71.72
CUSTOMER_2819,residential,South,45,4,115.28
CUSTOMER_2820,residential,Midwest,45,4,143.34
CUSTOMER_2821,commercial,Northeast,17,3,94.15
CUSTOMER_2822,residential,Northeast,45,4,111.46
CUSTOMER_2823,residential,Midwest,17,3,77.5
CUSTOMER_2824,residential,Midwest,45,1,65.27
CUSTOMER_2825,residential,Midwest,77,3,61.13
CUSTOMER_2826,commercial,Southeast,24,1,90.21
CUSTOMER_2827,commercial,South,45,1,80.13
CUSTOMER_2828,residential,Northeast,17,1,63.6
CUSTOMER_2829,residential,Midwest,24,2,68.42
CUSTOMER_2830,residential,North,17,1,102.14
CUSTOMER_2831,residential,Northeast,24,3,96.08
CUSTOMER_2832,commercial,Midwest,24,3,97.69
CUSTOMER_2833,residential,Northeast,24,3,76.12
CUSTOMER_2834,residential,Southeast,45,2,84.53
CUSTOMER_2835,residential,Northeast,24,2,71.85
CUSTOMER_2836,commercial,Midwest,45,3,56.49
CUSTOMER_2837,commercial,Midwest,77,3,73.09
CUSTOMER_2838,residential,Midwest,45,4,136.42
CUSTOMER_2839,commercial,Northeast,24,2,67.24
CUSTOMER_2840,residential,Southeast,24,3,96.04
CUSTOMER_2841,residential,Midwest,52,1,60.26
CUSTOMER_2842,commercial,Midwest,45,1,71.35
CUSTOMER_2843,commercial,North,45,3,58.91
CUSTOMER_2844,commercial,Midwest,17,1,73.29
CUSTOMER_2845,residential,Southeast,45,4,106.03
CUSTOMER_2846,residential,Midwest,24,3,66.5
CUSTOMER_2847,commercial,Southeast,77,2,73.08
CUSTOMER_2848,residential,Midwest,52,3,77.05
CUSTOMER_2849,residential,North,17,2,80.42
CUSTOMER_2850,residential,North,45,4,118.93
CUSTOMER_2851,commercial,Northeast,24,1,79.36
CUSTOMER_2852,residential,Midwest,45,1,78.64
CUSTOMER_2853,residential,Midwest,52,1,68.74
CUSTOMER_2854,commercial,Northeast,45,4,149.36
CUSTOMER_2855,residential,Midwest,24,3,80.52
CUSTOMER_2856,residential,Midwest,24,2,69.56
CUSTOMER_2857,residential,Midwest,52,2,101.15
CUSTOMER_2858,residential,Northeast,45,4,150.18
CUSTOMER_2859,residential,North,45,4,157.72
CUSTOMER_2860,residential,Northeast,24,1,88.05
CUSTOMER_2861,commercial,North,24,1,71.92
CUSTOMER_2862,residential,Northeast,77,4,119.25
CUSTOMER_2863,commercial,North,45,2,86.56
CUSTOMER_2864,residential,Midwest,45,3,102.86
CUSTOMER_2865,residential,Northeast,45,4,138.21
CUSTOMER_2866,residential,South,45,1,97.77
CUSTOMER_2867,residential,Northeast,24,3,69.4
CUSTOMER_2868,commercial,Northeast,24,1,73.4
CUSTOMER_2869,residential,Northeast,45,1,99.04
CUSTOMER_2870,residential,North,45,3,91.37
CUSTOMER_2871,commercial,Southeast,45,3,102.9
CUSTOMER_2872,commercial,North,52,3,92.28
CUSTOMER_2873,commercial,South,24,3,75.53
CUSTOMER_2874,residential,Southeast,17,2,79.77
CUSTOMER_2875,commercial,Midwest,77,2,98.74
CUSTOMER_2876,residential,Midwest,45,1,80.83
CUSTOMER_2877,residential,Midwest,45,1,65.61
CUSTOMER_2878,residential,Northeast,45,4,127.74
CUSTOMER_2879,residential,Midwest,45,1,79.01
CUSTOMER_2880,residential,North,24,2,57.47
CUSTOMER_2881,residential,North,45,4,144.63
CUSTOMER_2882,commercial,Midwest,52,4,109.85
CUSTOMER_2883,residential,Midwest,45,3,73.29
CUSTOMER_2884,residential,Southeast,45,4,147.96
CUSTOMER_2885,residential,North,17,1,76.51
CUSTOMER_2886,commercial,Southeast,17,2,95.74
CUSTOMER_2887,residential,Northeast,24,1,70.06
CUSTOMER_2888,residential,Northeast,24,2,101.67
CUSTOMER_2889,commercial,Northeast,77,3,63.26
CUSTOMER_2890,commercial,Midwest,45,2,54.46
CUSTOMER_2891,residential,Northeast,45,3,97.3
CUSTOMER_2892,commercial,Midwest,45,1,91.13
CUSTOMER_2893,commercial,Southeast,24,3,64.41
CUSTOMER_2894,commercial,Midwest,77,4,157.83
CUSTOMER_2895,residential,Midwest,24,2,78.29
CUSTOMER_2896,commercial,Southeast,17,1,101.34
CUSTOMER_2897,residential,Midwest,45,1,78.43
CUSTOMER_2898,residential,Midwest,52,2,76.73
CUSTOMER_2899,residential,Northeast,52,4,128.48
CUSTOMER_2900,residential,Southeast,17,3,69.7
CUSTOMER_2901,residential,Midwest,52,2,79.91
CUSTOMER_2902,commercial,Northeast,24,3,75.74
CUSTOMER_2903,residential,Northeast,17,3,54.39
CUSTOMER_2904,residential,Southeast,52,1,65.87
CUSTOMER_2905,residential,North,52,4,115.54
CUSTOMER_2906,residential,South,45,3,97.04
CUSTOMER_2907,commercial,North,45,4,136.68
CUSTOMER_2908,residential,Midwest,52,1,91.72
CUSTOMER_2909,residential,Northeast,45,2,101.63
CUSTOMER_2910,residential,Midwest,52,2,85.57
CUSTOMER_2911,residential,Southeast,45,1,102.96
CUSTOMER_2912,residential,Midwest,77,1,68.51
CUSTOMER_2913,commercial,Midwest,77,3,62.06
CUSTOMER_2914,commercial,North,17,1,73.21
CUSTOMER_2915,residential,North,52,2,76.68
CUSTOMER_2916,commercial,Northeast,45,4,152.93
CUSTOMER_2917,commercial,Midwest,24,1,81.25
CUSTOMER_2918,commercial,North,45,1,67.5
CUSTOMER_2919,residential,North,17,1,90.63
CUSTOMER_2920,residential,Midwest,45,3,78.47
CUSTOMER_2921,residential,Midwest,52,1,60.83
CUSTOMER_2922,commercial,Midwest,24,3,82.12
CUSTOMER_2923,commercial,Northeast,45,3,99.3
CUSTOMER_2924,residential,North,77,1,95.77
CUSTOMER_2925,residential,South,45,4,136.02
CUSTOMER_2926,commercial,Northeast,24,3,71.86
CUSTOMER_2927,commercial,Southeast,45,1,56.97
CUSTOMER_2928,commercial,Southeast,45,2,76.62
CUSTOMER_2929,commercial,Midwest,45,4,145.08
CUSTOMER_2930,residential,Northeast,52,2,71.0
CUSTOMER_2931,residential,Southeast,45,3,64.59
CUSTOMER_2932,commercial,Midwest,52,2,100.33
CUSTOMER_2933,residential,Midwest,45,1,94.69
CUSTOMER_2934,residential,Northeast,24,3,85.28
CUSTOMER_2935,commercial,Northeast,45,1,59.52
CUSTOMER_2936,residential,North,45,4,111.8
CUSTOMER_2937,commercial,Midwest,45,3,57.8
CUSTOMER_2938,residential,Midwest,17,3,84.15
CUSTOMER_2939,commercial,Northeast,24,3,58.43
CUSTOMER_2940,residential,Midwest,24,3,95.77
CUSTOMER_2941,residential,Northeast,24,2,103.49
CUSTOMER_2942,residential,Midwest,45,2,71.31
CUSTOMER_2943,residential,South,17,2,75.8
CUSTOMER_2944,commercial,Northeast,45,3,89.04
CUSTOMER_2945,commercial,Northeast,24,2,100.62
CUSTOMER_2946,residential,North,24,3,98.41
CUSTOMER_2947,residential,Midwest,45,4,107.02
CUSTOMER_2948,residential,Midwest,24,2,61.18
CUSTOMER_2949,residential,South,52,3,91.25
CUSTOMER_2950,commercial,Northeast,17,2,87.87
CUSTOMER_2951,commercial,South,45,2,59.34
CUSTOMER_2952,commercial,North,52,2,78.28
CUSTOMER_2953,commercial,Midwest,45,3,92.59
CUSTOMER_2954,residential,North,24,3,63.73
CUSTOMER_2955,commercial,Southeast,45,2,97.24
CUSTOMER_2956,commercial,Midwest,45,4,106.76
CUSTOMER_2957,commercial,Midwest,77,4,146.73
CUSTOMER_2958,commercial,Southeast,52,3,84.12
CUSTOMER_2959,residential,Northeast,24,1,68.69
CUSTOMER_2960,commercial,North,77,2,89.52
CUSTOMER_2961,residential,Southeast,17,2,92.67
CUSTOMER_2962,residential,Northeast,17,1,100.46
CUSTOMER_2963,residential,North,52,3,71.39
CUSTOMER_2964,commercial,Midwest,24,3,87.73
CUSTOMER_2965,commercial,Midwest,17,3,83.44
CUSTOMER_2966,commercial,North,24,2,79.47
CUSTOMER_2967,commercial,Northeast,45,2,98.22
CUSTOMER_2968,residential,North,45,2,52.66
CUSTOMER_2969,commercial,Midwest,45,4,119.32
CUSTOMER_2970,residential,Southeast,24,2,80.14
CUSTOMER_2971,residential,South,45,4,113.63
CUSTOMER_2972,residential,Midwest,77,2,99.12
CUSTOMER_2973,commercial,Northeast,52,3,85.75
CUSTOMER_2974,commercial,South,24,1,77.04
CUSTOMER_2975,residential,Midwest,77,4,148.51
CUSTOMER_2976,residential,Northeast,45,3,75.65
CUSTOMER_2977,commercial,South,17,3,81.19
CUSTOMER_2978,residential,Midwest,17,2,52.64
CUSTOMER_2979,commercial,Midwest,24,1,71.28
CUSTOMER_2980,commercial,Midwest,45,1,59.63
CUSTOMER_2981,residential,Northeast,24,3,87.92
CUSTOMER_2982,residential,Northeast,45,1,77.1
CUSTOMER_2983,commercial,Midwest,17,3,68.0
CUSTOMER_2984,commercial,Northeast,77,3,76.52
CUSTOMER_2985,residential,Midwest,24,3,63.26
CUSTOMER_2986,commercial,Midwest,77,3,100.0
CUSTOMER_2987,residential,Midwest,77,2,55.27
CUSTOMER_2988,residential,Midwest,17,1,96.94
CUSTOMER_2989,commercial,Midwest,45,2,78.76
CUSTOMER_2990,commercial,Southeast,17,2,84.28
CUSTOMER_2991,residential,Midwest,77,4,120.45
CUSTOMER_2992,commercial,Northeast,45,4,156.84
CUSTOMER_2993,residential,Northeast,17,2,66.97
CUSTOMER_2994,residential,Northeast,17,3,82.74
CUSTOMER_2995,residential,North,24,3,103.51
CUSTOMER_2996,commercial,Northeast,77,2,97.74
CUSTOMER_2997,residential,Northeast,45,2,80.04
CUSTOMER_2998,residential,Midwest,52,1,103.36
CUSTOMER_2999,residential,South,24,2,88.52
CUSTOMER_3000,commercial,North,17,3,63.22
CUSTOMER_3001,commercial,Midwest,77,2,73.33
CUSTOMER_3002,commercial,Midwest,17,1,69.68
CUSTOMER_3003,residential,North,77,1,70.17
CUSTOMER_3004,residential,South,24,2,91.55
CUSTOMER_3005,residential,Midwest,17,1,82.5
CUSTOMER_3006,commercial,Northeast,45,4,105.95
CUSTOMER_3007,commercial,Midwest,77,4,151.95
CUSTOMER_3008,residential,Northeast,77,1,67.74
CUSTOMER_3009,commercial,Midwest,24,3,103.7
CUSTOMER_3010,residential,North,24,1,101.5
CUSTOMER_3011,residential,Southeast,45,1,100.8
CUSTOMER_3012,residential,Midwest,45,2,94.15
CUSTOMER_3013,residential,Midwest,45,3,63.83
CUSTOMER_3014,residential,Northeast,24,1,79.85
CUSTOMER_3015,residential,Midwest,77,2,64.02
CUSTOMER_3016,residential,Midwest,45,2,65.83
CUSTOMER_3017,commercial,Midwest,52,2,83.87
CUSTOMER_3018,residential,Midwest,45,4,106.1
CUSTOMER_3019,residential,Midwest,45,2,102.28
CUSTOMER_3020,commercial,Southeast,77,2,99.67
CUSTOMER_3021,residential,Midwest,45,4,124.73
CUSTOMER_3022,residential,Southeast,52,4,132.11
CUSTOMER_3023,commercial,Southeast,77,2,76.44
CUSTOMER_3024,residential,Midwest,45,1,97.8
CUSTOMER_3025,residential,Northeast,45,3,87.86
CUSTOMER_3026,residential,Midwest,17,3,66.78
CUSTOMER_3027,commercial,Southeast,17,2,75.45
CUSTOMER_3028,residential,Northeast,24,2,74.53
CUSTOMER_3029,commercial,Midwest,24,3,101.76
CUSTOMER_3030,residential,Southeast,24,1,61.5
CUSTOMER_3031,residential,Northeast,24,2,57.1
CUSTOMER_3032,residential,Midwest,24,3,97.72
CUSTOMER_3033,commercial,Northeast,45,3,98.54
CUSTOMER_3034,residential,North,17,2,97.26
CUSTOMER_3035,residential,Midwest,17,3,78.74
CUSTOMER_3036,residential,North,45,1,86.38
CUSTOMER_3037,residential,Northeast,45,4,134.74
CUSTOMER_3038,commercial,Southeast,45,4,107.67
CUSTOMER_3039,residential,Northeast,45,3,83.1
CUSTOMER_3040,residential,South,52,2,53.2
CUSTOMER_3041,residential,South,45,4,121.67
CUSTOMER_3042,commercial,Northeast,45,2,100.37
CUSTOMER_3043,residential,North,77,3,68.11
CUSTOMER_3044,residential,Midwest,52,3,100.76
CUSTOMER_3045,commercial,Midwest,45,2,65.34
CUSTOMER_3046,commercial,North,45,1,68.65
CUSTOMER_3047,residential,Midwest,24,3,84.77
CUSTOMER_3048,residential,North,45,1,91.61
CUSTOMER_3049,residential,Southeast,77,1,78.25
CUSTOMER_3050,residential,North,45,2,97.8
CUSTOMER_3051,residential,North,77,2,54.57
CUSTOMER_3052,residential,Northeast,45,2,99.85
CUSTOMER_3053,residential,South,77,1,62.58
CUSTOMER_3054,residential,Midwest,45,4,152.33
CUSTOMER_3055,commercial,Southeast,17,2,73.08
CUSTOMER_3056,commercial,Northeast,45,4,149.5
CUSTOMER_3057,residential,Northeast,24,2,86.99
CUSTOMER_3058,residential,Northeast,17,1,61.53
CUSTOMER_3059,residential,Midwest,52,4,154.18
CUSTOMER_3060,commercial,Midwest,24,1,65.11
CUSTOMER_3061,residential,Midwest,45,4,117.24
CUSTOMER_3062,residential,Northeast,24,1,94.31
CUSTOMER_3063,residential,South,24,1,57.94
CUSTOMER_3064,residential,Northeast,77,3,63.9
CUSTOMER_3065,residential,South,24,2,78.36
CUSTOMER_3066,residential,North,45,3,95.14
CUSTOMER_3067,residential,Midwest,45,1,60.07
CUSTOMER_3068,commercial,Northeast,45,1,80.62
CUSTOMER_3069,residential,Midwest,77,4,142.84
CUSTOMER_3070,commercial,Midwest,45,1,96.69
CUSTOMER_3071,commercial,Midwest,45,1,100.54
CUSTOMER_3072,residential,Midwest,52,1,92.79
CUSTOMER_3073,residential,Midwest,24,2,86.02
CUSTOMER_3074,residential,Midwest,45,3,74.77
CUSTOMER_3075,residential,Southeast,77,3,58.26
CUSTOMER_3076,commercial,Northeast,45,2,88.95
CUSTOMER_3077,commercial,Midwest,52,2,103.48
CUSTOMER_3078,residential,Midwest,45,2,90.33
CUSTOMER_3079,residential,Northeast,52,3,53.36
CUSTOMER_3080,commercial,Midwest,77,3,77.98
CUSTOMER_3081,commercial,Northeast,24,1,84.06
CUSTOMER_3082,commercial,North,24,3,87.91
CUSTOMER_3083,residential,Northeast,45,4,143.31
CUSTOMER_3084,residential,North,45,3,81.16
CUSTOMER_3085,commercial,Midwest,24,2,63.97
CUSTOMER_3086,commercial,Midwest,17,3,100.88
CUSTOMER_3087,residential,South,24,1,88.27
CUSTOMER_3088,residential,Midwest,77,3,64.66
CUSTOMER_3089,residential,North,45,2,69.05
CUSTOMER_3090,residential,Southeast,45,4,154.39
CUSTOMER_3091,residential,Southeast,24,2,98.07
CUSTOMER_3092,commercial,Midwest,24,1,73.3
CUSTOMER_3093,residential,Midwest,24,1,54.47
CUSTOMER_3094,commercial,South,17,3,54.99
CUSTOMER_3095,residential,Midwest,77,1,67.08
CUSTOMER_3096,commercial,South,77,1,84.81
CUSTOMER_3097,commercial,North,24,2,82.5
CUSTOMER_3098,residential,Northeast,17,2,85.05
CUSTOMER_3099,residential,Midwest,24,3,89.33
CUSTOMER_3100,residential,Midwest,45,3,53.48
CUSTOMER_3101,residential,Southeast,24,3,57.9
CUSTOMER_3102,commercial,South,24,3,70.96
CUSTOMER_3103,commercial,Northeast,24,2,60.45
CUSTOMER_3104,residential,North,45,3,56.37
CUSTOMER_3105,residential,Southeast,45,3,85.41
CUSTOMER_3106,residential,Midwest,45,1,94.37
CUSTOMER_3107,commercial,Northeast,24,3,91.15
CUSTOMER_3108,residential,Midwest,77,4,148.64
CUSTOMER_3109,residential,Midwest,77,1,86.69
CUSTOMER_3110,residential,Midwest,24,2,90.26
CUSTOMER_3111,residential,Midwest,24,3,66.46
CUSTOMER_3112,residential,Northeast,45,1,103.49
CUSTOMER_3113,commercial,South,17,3,61.91
CUSTOMER_3114,residential,Midwest,45,1,63.51
CUSTOMER_3115,residential,Midwest,45,3,67.34
CUSTOMER_3116,commercial,Northeast,45,4,157.32
CUSTOMER_3117,commercial,Midwest,24,2,103.25
CUSTOMER_3118,residential,Northeast,45,4,147.43
CUSTOMER_3119,residential,Northeast,77,4,138.34
CUSTOMER_3120,residential,Midwest,24,2,79.21
CUSTOMER_3121,residential,Northeast,45,1,102.34
CUSTOMER_3122,residential,Midwest,17,1,88.22
CUSTOMER_3123,residential,North,17,2,101.01
CUSTOMER_3124,residential,Midwest,45,3,68.75
CUSTOMER_3125,commercial,Northeast,17,1,69.64
CUSTOMER_3126,residential,North,17,2,96.39
CUSTOMER_3127,commercial,North,24,1,60.2
CUSTOMER_3128,residential,South,45,2,101.07
CUSTOMER_3129,commercial,Southeast,45,2,78.56
CUSTOMER_3130,commercial,Northeast,24,1,100.07
CUSTOMER_3131,commercial,Midwest,45,1,69.79
CUSTOMER_3132,commercial,Midwest,24,2,89.26
CUSTOMER_3133,commercial,South,45,3,77.3
CUSTOMER_3134,residential,Northeast,45,2,84.69
CUSTOMER_3135,residential,Midwest,45,3,78.4
CUSTOMER_3136,residential,North,77,4,156.87
CUSTOMER_3137,commercial,Northeast,77,3,88.04
CUSTOMER_3138,commercial,South,17,3,65.41
CUSTOMER_3139,residential,Midwest,52,1,99.21
CUSTOMER_3140,residential,Northeast,17,2,67.6
CUSTOMER_3141,residential,North,77,4,124.23
CUSTOMER_3142,commercial,Midwest,24,2,57.74
CUSTOMER_3143,residential,Midwest,24,3,98.71
CUSTOMER_3144,residential,Northeast,17,3,67.19
CUSTOMER_3145,residential,South,17,3,65.8
CUSTOMER_3146,residential,North,45,2,99.76
CUSTOMER_3147,commercial,Northeast,77,3,93.86
CUSTOMER_3148,commercial,South,45,2,59.74
CUSTOMER_3149,commercial,Northeast,45,4,146.03
CUSTOMER_3150,residential,Northeast,45,4,153.9
CUSTOMER_3151,residential,Midwest,24,2,56.53
CUSTOMER_3152,residential,Southeast,17,1,94.87
CUSTOMER_3153,commercial,North,17,3,80.61
CUSTOMER_3154,residential,South,24,3,86.86
